nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 12:50,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 12:50,3520,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 12:50,1540,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:50,1680,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 12:50,1870,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 13:10,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:00,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:00,7280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:00,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:00,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:00,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:00,1210,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 13:00,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:00,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:00,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:00,600,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:00,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:00,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:00,3520,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:00,1530,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 12:50,1680,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:00,1890,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 13:20,0,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:10,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:10,7280,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:10,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:10,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:10,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:10,1200,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 13:00,1710,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:10,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:10,580,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:10,600,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:10,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:10,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:10,3530,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:10,1530,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 13:10,1670,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:10,1900,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 13:20,0,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:20,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:20,7270,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:20,620,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:20,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:20,1210,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 13:20,1680,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:20,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:20,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:20,610,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:20,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:20,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:20,3530,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:20,1520,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 13:20,1650,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:20,1940,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 13:40,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:30,570,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:30,7270,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:30,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:30,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:30,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:30,1190,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 13:40,1690,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:30,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:30,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:30,610,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:30,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:30,1920,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:30,3530,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:30,1510,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 13:20,1650,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:30,1950,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 13:50,480,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:40,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:40,7270,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:40,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:40,-370,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:40,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:40,1190,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 13:50,1700,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:40,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:40,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:40,610,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:40,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 13:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:40,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:40,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:40,1510,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 13:40,1650,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:40,1900,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:00,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 13:50,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 13:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 13:50,7260,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 13:50,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 13:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 13:50,4600,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 13:50,1190,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:00,1760,Siaga 3
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 13:50,-1790,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 13:50,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 13:50,610,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 13:50,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 13:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 13:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 13:50,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 13:50,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 13:50,1490,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 13:50,1650,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 13:50,1860,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:10,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:00,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:00,7250,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:00,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:00,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:00,1180,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:10,1650,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:00,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:00,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:00,600,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:00,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:10,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:00,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:00,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:00,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:00,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:00,1490,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:00,1640,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:00,1830,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:20,480,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:10,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:10,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:10,7240,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:10,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:10,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:10,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:10,1150,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:20,1680,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:10,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:10,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:10,590,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:10,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:20,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:10,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:10,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:10,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:10,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:00,1490,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:10,1630,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:10,1800,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:30,470,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:20,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:20,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:20,7240,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:20,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:20,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:20,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:20,1140,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:30,1630,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:20,-1800,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:20,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:20,580,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:20,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:30,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:20,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:20,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:20,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:20,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:20,1480,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:20,1610,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:20,1790,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:40,490,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:30,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:30,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:30,7190,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:30,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:30,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:30,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:30,1150,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:40,1650,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:30,-1780,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:30,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:30,570,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:20,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:40,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:30,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:30,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:30,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:30,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:30,1480,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:30,1610,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:30,1790,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 14:50,510,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:40,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:40,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:40,7160,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:40,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:40,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:40,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:40,1150,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:50,1650,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:40,-1770,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:40,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:40,560,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:40,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 14:50,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:40,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:40,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:40,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:40,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:40,1470,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:40,1600,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:40,1780,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 15:00,520,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 14:50,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 14:50,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 14:50,7160,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 14:50,610,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 14:50,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 14:50,4590,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 14:50,1120,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 14:50,1650,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 14:50,-1770,Normal
PS. Pesanggrahan,Pesanggrahan,-6.400528,106.831944,08/02/2018 14:50,570,Normal
PS. Angke Hulu,Angke,-6.220047,106.694137,08/02/2018 14:50,550,Normal
Pompa Tanjungan,Tanjungan,-6.106601,106.725045,08/02/2018 14:50,-100,Normal
PS. Sunter Hulu,Sunter,,,08/02/2018 15:00,450,Normal
PA. Pulo Gadung,Sunter,-6.191,106.904194,08/02/2018 14:50,3280,Normal
Pompa Yos Sudarso 1,Sunter Timur,-6.155547,106.885975,08/02/2018 14:50,100,Normal
PS. Cipinang Hulu,Cipinang Hulu,-6.374264,106.883862,0000-00-00 00:00:00,0,Normal
PS. Marunda (Laut),Banjir Kanal Timur,-6.108719,106.969067,30/01/2018 20:30,2840,Normal
Pompa Kali Duri (Kalijodo),Kali Duri,-6.14232,106.79039,08/02/2018 14:50,1910,Normal
P.A. Istiqlal  ,Ciliwung,-6.168254,106.83135,08/02/2018 14:50,3540,Siaga 1
P.A. Jembatan Merah,Ciliwung,-6.149068,106.834214,08/02/2018 14:50,1460,Siaga 3
P.A. Ancol Flusing,Ciliwung,-6.129859,106.831254,08/02/2018 14:50,1590,Normal
P.A. Hek,Kali Baru Timur,-6.287305,106.87063,08/02/2018 14:50,1840,Siaga 3
PS. Cibogo,Ciliwung,-6.657083,106.878083,08/02/2018 15:10,540,Normal
PS. Katulampa (Hulu),Ciliwung,-6.633167,106.836806,08/02/2018 15:00,560,Normal
PS. Kp. Melayu,Ciliwung,-6.225753,106.864228,08/02/2018 15:00,5190,Normal
PA. Manggarai,Ciliwung,-6.207825,106.848458,08/02/2018 15:00,7160,Normal
PS. Krukut Hulu,Krukut,-6.3439,106.798874,08/02/2018 15:00,600,Normal
Pompa Cideng,Krukut,-6.173271,106.806351,08/02/2018 15:00,-380,Normal
P.A. Karet,Banjir Kanal Barat,-6.197901,106.810075,08/02/2018 15:00,4580,Siaga 3
P.A. Marina Ancol ,Laut,-6.125585,106.830154,08/02/2018 15:00,1110,Normal
Pompa Pasar Ikan,Laut,-6.126132,106.809783,08/02/2018 15:00,1630,Normal
P.A. Pluit,Waduk Pluit,-6.109076031,106.796649,08/02/2018 15:00,-1760,Normal
